scale,throughput,load,collision,lost
0.0048,71253.967,545566.97,96.880638,0
0.0048,65183.198,545566.97,94.084056,0
0.0048,69995.24,545566.97,95.770323,0
0.0048,71971.587,545566.97,92.30566,0
0.0048,61233.894,545566.97,94.742841,0
0.0048,66819.043,545566.97,91.15568,0
0.0048,45928.699,545566.97,96.348707,0
0.0048,62346.419,545566.97,94.421532,0
0.0048,70935.404,545566.97,95.854336,0
0.0048,83215.99,545566.97,92.006938,0
0.0048,72617.519,545566.97,93.573022,0
0.0048,65472.848,545566.97,91.918642,0
0.0048,62446.918,545566.97,94.689213,0
0.0048,51543.257,545566.97,96.038642,0
0.0048,70634.211,545566.97,95.352404,0
0.0048,77317.556,545566.97,89.195236,0
0.0048,70036.013,545566.97,94.096141,0
0.0048,81642.646,545566.97,93.452974,0
0.0048,49002.116,545566.97,97.671561,0
0.0048,78568.818,545566.97,94.228469,0
0.0048,70070.386,545566.97,94.567566,0
0.0048,39777.981,545566.97,96.250791,0
0.0048,64616.833,545566.97,92.396061,0
0.0048,79816.849,545566.97,94.048613,0
0.0048,55099.08,545566.97,93.100913,0
0.0048,65489.136,545566.97,94.247549,0
0.0048,71441.866,545566.97,90.144593,0
0.0048,74275.142,545566.97,88.793805,0
0.0048,50256.4,545566.97,95.441332,0
0.0048,82362.267,545566.97,91.841708,0
0.0048,77374.553,545566.97,91.829424,0
0.0048,70715.66,545566.97,95.870704,0
0.0048,65109.293,545566.97,94.438267,0
0.0048,67537.695,545566.97,91.783036,0
0.0048,73919.615,545566.97,91.186424,0
0.0048,63319.829,545566.97,93.186251,0
0.0048,62021.028,545566.97,93.85034,0
0.0048,65568.74,545566.97,90.930144,0
0.0048,52751.009,545566.97,93.494803,0
0.0048,64369.989,545566.97,93.561526,0
0.0048,74717.97,545566.97,92.753145,0
0.0048,70842.767,545566.97,92.063014,0
0.0048,63177.54,545566.97,93.692125,0
0.0048,67957.822,545566.97,93.269031,0
0.0048,48561.277,545566.97,96.70356,0
0.0048,63569.229,545566.97,92.707571,0
0.0048,60598.23,545566.97,94.788996,0
0.0048,80180.023,545566.97,90.995851,0
0.0048,78744.31,545566.97,92.913635,0
0.0048,70493.592,545566.97,91.146376,0
0.0048,68190.532,545566.97,93.184203,0
0.0048,72177.399,545566.97,91.277544,0
0.0048,67180.175,545566.97,94.455318,0
0.0048,73986.052,545566.97,92.720282,0
0.0048,61137.621,545566.97,96.871676,0
0.0048,63366.619,545566.97,95.00977,0
0.0048,76204.725,545566.97,91.550216,0
0.0048,83396.273,545566.97,92.361152,0
0.0048,70751.234,545566.97,95.082973,0
0.0048,56282.256,545566.97,92.516234,0
0.0048,69694.69,545566.97,93.212474,0
0.0048,61763.018,545566.97,92.100759,0
0.0048,81175.252,545566.97,93.561836,0
0.0051,72732.786,513474.8,91.026942,0
0.0051,78668.038,513474.8,91.153561,0
0.0051,68651.903,513474.8,92.849153,0
0.0051,67536.92,513474.8,92.577046,0
0.0051,76332.493,513474.8,94.415237,0
0.0051,74272.808,513474.8,90.639528,0
0.0051,71940.09,513474.8,94.1294,0
0.0051,67392.77,513474.8,96.021201,0
0.0051,80828.912,513474.8,89.357699,0
0.0051,76612.174,513474.8,91.937076,0
0.0051,71746.122,513474.8,89.941883,0
0.0051,71332.163,513474.8,92.826173,0
0.0051,66760.114,513474.8,92.160842,0
0.0051,76226.171,513474.8,90.993502,0
0.0051,60859.853,513474.8,95.098343,0
0.0051,71218.35,513474.8,91.428242,0
0.0051,69922.41,513474.8,93.801676,0
0.0051,66793.756,513474.8,90.571551,0
0.0051,72777.004,513474.8,91.979132,0
0.0051,80592.398,513474.8,94.618113,0
0.0051,68320.586,513474.8,94.111868,0
0.0051,59730.48,513474.8,92.646528,0
0.0051,76211.021,513474.8,90.258009,0
0.0051,59514.674,513474.8,93.56793,0
0.0051,69778.272,513474.8,95.253269,0
0.0051,67285.012,513474.8,91.613122,0
0.0051,76802.05,513474.8,93.334624,0
0.0051,70232.655,513474.8,92.291331,0
0.0051,64637.808,513474.8,94.469649,0
0.0051,86424.975,513474.8,90.690743,0
0.0051,61824.918,513474.8,94.482901,0
0.0051,72275.184,513474.8,95.525857,0
0.0051,74869.528,513474.8,93.04581,0
0.0051,59203.092,513474.8,91.006601,0
0.0051,77447.69,513474.8,93.799965,0
0.0051,82683.147,513474.8,90.284771,0
0.0051,63212.609,513474.8,92.378777,0
0.0051,68777.759,513474.8,95.258511,0
0.0051,68190.192,513474.8,94.398411,0
0.0051,80653.83,513474.8,92.387905,0
0.0051,86250.798,513474.8,91.655254,0
0.0051,55582.199,513474.8,91.423729,0
0.0051,80020.463,513474.8,88.463078,0
0.0051,65361.957,513474.8,94.892567,0
0.0051,72823.727,513474.8,93.787299,0
0.0051,66730.545,513474.8,94.539737,0
0.0051,80474.425,513474.8,91.656152,0
0.0051,62153.2,513474.8,92.165083,0
0.0051,79547.17,513474.8,90.414555,0
0.0051,59126.107,513474.8,94.214495,0
0.0051,62087.9,513474.8,93.252518,0
0.0051,73245.623,513474.8,95.344474,0
0.0051,89884.377,513474.8,89.23781,0
0.0051,69840.965,513474.8,93.579386,0
0.0051,74721.141,513474.8,91.980743,0
0.0051,58372.002,513474.8,96.500793,0
0.0051,77822.423,513474.8,90.852576,0
0.0051,58499.998,513474.8,93.51337,0
0.0051,46986.328,513474.8,96.383021,0
0.0051,85310.091,513474.8,86.948701,0
0.0051,80806.241,513474.8,91.797579,0
0.0051,71559.849,513474.8,91.479335,0
0.0051,76812.426,513474.8,89.182355,0
0.0051,70610.34,513474.8,91.468711,0
0.0051,77131.194,513474.8,87.430673,0
0.0051,70236.545,513474.8,93.559846,0
0.0051,71282.5,513474.8,89.587797,0
0.0051,77915.398,513474.8,89.734013,0
0.0051,69826.755,513474.8,94.332848,0
0.0051,65838.165,513474.8,93.213246,0
0.0051,81893.205,513474.8,91.313862,0
0.0051,72326.126,513474.8,91.399724,0
0.0051,66693.094,513474.8,91.591727,0
0.0051,59954.51,513474.8,92.235937,0
0.0051,81460.717,513474.8,90.401461,0
0.0051,70982.79,513474.8,91.482127,0
0.0051,74624.293,513474.8,89.837208,0
0.0051,81324.455,513474.8,90.154833,0
0.0051,74550.256,513474.8,90.721742,0
0.0051,70436.99,513474.8,91.28717,0
0.0051,74987.636,513474.8,92.175248,0
0.0051,57402.996,513474.8,95.935751,0
0.0051,67988.651,513474.8,91.903877,0
0.0051,64141.027,513474.8,93.918331,0
0.0051,80445.509,513474.8,88.087974,0
0.0051,80322.563,513474.8,91.74889,0
0.0051,70325.495,513474.8,91.976576,0
0.0051,77319.834,513474.8,94.273476,0
0.0051,85811.515,513474.8,87.238187,0
0.0051,71404.585,513474.8,93.689512,0
0.0051,75198.468,513474.8,92.034971,0
0.0051,54640.453,513474.8,95.374455,0
0.0051,66932.01,513474.8,93.370312,0
0.0051,74784.599,513474.8,93.478261,0
0.0051,80133.569,513474.8,91.048193,0
0.0051,81443.634,513474.8,94.342881,0
0.0051,71540.364,513474.8,91.561078,0
0.0051,71109.099,513474.8,92.540897,0
0.0051,75181.4,513474.8,92.107374,0
0.0051,84799.664,513474.8,92.759373,0
0.0054,62995.135,484948.42,89.000183,0
0.0054,84157.963,484948.42,90.741391,0
0.0054,65627.917,484948.42,91.612854,0
0.0054,79881.463,484948.42,91.131272,0
0.0054,71791.655,484948.42,93.562823,0
0.0054,75604.146,484948.42,88.289624,0
0.0054,70592.167,484948.42,93.219971,0
0.0054,75951.756,484948.42,94.155101,0
0.0054,80567.485,484948.42,89.097834,0
0.0054,83039.718,484948.42,88.65131,0
0.0054,82028.761,484948.42,87.013229,0
0.0054,65784.64,484948.42,92.160059,0
0.0054,65180.245,484948.42,89.430846,0
0.0054,80628.627,484948.42,87.739582,0
0.0054,64689.328,484948.42,94.013323,0
0.0054,86302.53,484948.42,90.381932,0
0.0054,81964.348,484948.42,94.286707,0
0.0054,74479.237,484948.42,89.314637,0
0.0054,75574.051,484948.42,90.608244,0
0.0054,74178.771,484948.42,93.342042,0
0.0054,76593.805,484948.42,93.624206,0
0.0054,78414.554,484948.42,89.799358,0
0.0054,90064.574,484948.42,87.655128,0
0.0054,76997.11,484948.42,90.861793,0
0.0054,78221.302,484948.42,94.18218,0
0.0054,76101.323,484948.42,89.480154,0
0.0054,80814.568,484948.42,92.820785,0
0.0054,83441.895,484948.42,90.732791,0
0.0054,69619.433,484948.42,91.234643,0
0.0054,89730.041,484948.42,89.384855,0
0.0054,58171.218,484948.42,94.446422,0
0.0054,77570.898,484948.42,93.751082,0
0.0054,70722.646,484948.42,91.3369,0
0.0054,60076.357,484948.42,90.670902,0
0.0054,80790.689,484948.42,90.190544,0
0.0054,81584.776,484948.42,87.45348,0
0.0054,71059.354,484948.42,90.400893,0
0.0054,83158.066,484948.42,93.60234,0
0.0054,79751.795,484948.42,92.26304,0
0.0054,71724.015,484948.42,92.455738,0
0.0054,87238.657,484948.42,91.051561,0
0.0054,63513.569,484948.42,92.495953,0
0.0054,75198.995,484948.42,88.913688,0
0.0054,66419.697,484948.42,93.222239,0
0.0054,74302.382,484948.42,92.35365,0
0.0054,71271.445,484948.42,91.982705,0
0.0054,77343.819,484948.42,90.892873,0
0.0054,77563.373,484948.42,90.397212,0
0.0054,81564.523,484948.42,88.090247,0
0.0054,72004.376,484948.42,94.011275,0
0.0054,64075.706,484948.42,93.222421,0
0.0054,78798.367,484948.42,92.964045,0
0.0054,85904.973,484948.42,86.50394,0
0.0054,82101.301,484948.42,90.871294,0
0.0054,80017.375,484948.42,89.105026,0
0.0054,66749.457,484948.42,95.228124,0
0.0054,81655.306,484948.42,90.509932,0
0.0054,83566.161,484948.42,90.545124,0
0.0054,62128.655,484948.42,93.811135,0
0.0054,87866.608,484948.42,88.039244,0
0.0054,73178.04,484948.42,92.324543,0
0.0054,69184.106,484948.42,90.345001,0
0.0054,78485.821,484948.42,88.284105,0
0.0054,74706.492,484948.42,88.835356,0
0.0054,82040.085,484948.42,86.867413,0
0.0054,65970.507,484948.42,91.835948,0
0.0054,76466.367,484948.42,88.565566,0
0.0054,92225.841,484948.42,89.222081,0
0.0054,77152.955,484948.42,92.823389,0
0.0054,69890.76,484948.42,91.999046,0
0.0054,86349.675,484948.42,89.165734,0
0.0054,72379.555,484948.42,90.826105,0
0.0054,76325.547,484948.42,88.606806,0
0.0054,74915.463,484948.42,90.058678,0
0.0054,74913.429,484948.42,89.495089,0
0.0054,72503.691,484948.42,90.822461,0
0.0054,67854.492,484948.42,91.64143,0
0.0054,78142.568,484948.42,90.632653,0
0.0054,92861.994,484948.42,89.582016,0
0.0054,89294.199,484948.42,91.126946,0
0.0054,77060.624,484948.42,92.024379,0
0.0054,67428.862,484948.42,95.347125,0
0.0054,81362.013,484948.42,91.700325,0
0.0054,70865.446,484948.42,91.452654,0
0.0054,82220.688,484948.42,86.181091,0
0.0054,73646.847,484948.42,89.988305,0
0.0054,83265.445,484948.42,89.870733,0
0.0054,72114.878,484948.42,91.100299,0
0.0054,89012.721,484948.42,85.954373,0
0.0054,71464.148,484948.42,91.97007,0
0.0054,82446.532,484948.42,88.966088,0
0.0054,63780.745,484948.42,94.944994,0
0.0054,77862.301,484948.42,90.950161,0
0.0054,85662.636,484948.42,92.492392,0
0.0054,82696.985,484948.42,91.740475,0
0.0054,78582.776,484948.42,93.141169,0
0.0054,63956.062,484948.42,90.327174,0
0.0054,87335.424,484948.42,91.897724,0
0.0054,77430.031,484948.42,89.954951,0
0.0054,72022.297,484948.42,91.874619,0
0.0057,80258.51,459424.82,87.505779,0
0.0057,82839.44,459424.82,89.3809,0
0.0057,82774.041,459424.82,89.194038,0
0.0057,88687.442,459424.82,90.915249,0
0.0057,77090.369,459424.82,92.259993,0
0.0057,83180.367,459424.82,86.115846,0
0.0057,85947.691,459424.82,90.360202,0
0.0057,73115.128,459424.82,93.656919,0
0.0057,88160.31,459424.82,86.349204,0
0.0057,83406.51,459424.82,86.495838,0
0.0057,74356.983,459424.82,86.412989,0
0.0057,75418.555,459424.82,89.865633,0
0.0057,79256.61,459424.82,89.056073,0
0.0057,88999.419,459424.82,87.219917,0
0.0057,63695.108,459424.82,93.336043,0
0.0057,81455.717,459424.82,89.235795,0
0.0057,78516.893,459424.82,92.048048,0
0.0057,74764.832,459424.82,88.116493,0
0.0057,80673.681,459424.82,87.81124,0
0.0057,83398.094,459424.82,90.49642,0
0.0057,83301.491,459424.82,90.983816,0
0.0057,82528.322,459424.82,89.24305,0
0.0057,91305.542,459424.82,86.611187,0
0.0057,86335.21,459424.82,90.516984,0
0.0057,86997.118,459424.82,91.763682,0
0.0057,88748.689,459424.82,87.591535,0
0.0057,83969.39,459424.82,88.516644,0
0.0057,82169.693,459424.82,90.038844,0
0.0057,78349.723,459424.82,88.884076,0
0.0057,95225.799,459424.82,86.888329,0
0.0057,77251.486,459424.82,93.138449,0
0.0057,77369.39,459424.82,91.718773,0
0.0057,75451.754,459424.82,90.479311,0
0.0057,64760.842,459424.82,89.829254,0
0.0057,85563.481,459424.82,89.177499,0
0.0057,70532.673,459424.82,87.035128,0
0.0057,71365.098,459424.82,88.95134,0
0.0057,82444.575,459424.82,92.566069,0
0.0057,82243.739,459424.82,92.093445,0
0.0057,82993.306,459424.82,89.489104,0
0.0057,87316.143,459424.82,88.333396,0
0.0057,61179.873,459424.82,91.12686,0
0.0057,86345.674,459424.82,85.052122,0
0.0057,77737.831,459424.82,92.376476,0
0.0057,65540.016,459424.82,90.568862,0
0.0057,77297.282,459424.82,91.269247,0
0.0057,83852.415,459424.82,89.134408,0
0.0057,84172.413,459424.82,88.545042,0
0.0057,82782.565,459424.82,88.002692,0
0.0057,69854.532,459424.82,91.208004,0
0.0057,63745.79,459424.82,90.617664,0
0.0057,90543.821,459424.82,91.089435,0
0.0057,85319.808,459424.82,84.396318,0
0.0057,71347.114,459424.82,89.311721,0
0.0057,87129.803,459424.82,88.484553,0
0.0057,69486.342,459424.82,94.696264,0
0.0057,91874.578,459424.82,86.513879,0
0.0057,86616.347,459424.82,88.296606,0
0.0057,60585.402,459424.82,92.725532,0
0.0057,83285.468,459424.82,84.428771,0
0.0057,76789.287,459424.82,89.902786,0
0.0057,78879.495,459424.82,89.106611,0
0.0057,95466.511,459424.82,85.497247,0
0.0057,83633.384,459424.82,87.518884,0
0.0057,91579.567,459424.82,85.886354,0
0.0057,74118.311,459424.82,90.666175,0
0.0057,74358.065,459424.82,87.767206,0
0.0057,85344.942,459424.82,85.106863,0
0.0057,72432.455,459424.82,91.306329,0
0.0057,70389.101,459424.82,90.018805,0
0.0057,78757.049,459424.82,89.084572,0
0.0057,76822.538,459424.82,86.298212,0
0.0057,78856.686,459424.82,88.102863,0
0.0057,87687.399,459424.82,88.696736,0
0.0057,91470.646,459424.82,87.790062,0
0.0057,75216.414,459424.82,86.90393,0
0.0057,80645.435,459424.82,90.126251,0
0.0057,91961.783,459424.82,87.828474,0
0.0057,89458.714,459424.82,87.34258,0
0.0057,88740.15,459424.82,88.685614,0
0.0057,73849.24,459424.82,89.164021,0
0.0057,69647.32,459424.82,92.165454,0
0.0057,68697.982,459424.82,89.744412,0
0.0057,82215.683,459424.82,91.484255,0
0.0057,87194.017,459424.82,84.999703,0
0.0057,90119.191,459424.82,89.487248,0
0.0057,79575.596,459424.82,87.101345,0
0.0057,78166.74,459424.82,90.727669,0
0.0057,93569.629,459424.82,82.453733,0
0.0057,80835.499,459424.82,89.706171,0
0.0057,96821.764,459424.82,86.598247,0
0.0057,69954.744,459424.82,90.777609,0
0.0057,75129.027,459424.82,89.698577,0
0.0057,75621.265,459424.82,90.698397,0
0.0057,95080.61,459424.82,90.054572,0
0.0057,84967.769,459424.82,90.112335,0
0.0057,57262.753,459424.82,89.268623,0
0.0057,77162.886,459424.82,89.865098,0
0.0057,87083.047,459424.82,88.211016,0
0.0057,88580.418,459424.82,89.98699,0
0.006,76336.431,436453.58,86.374434,0
0.006,84626.154,436453.58,87.190988,0
0.006,82480.049,436453.58,87.785775,0
0.006,88213.691,436453.58,89.769187,0
0.006,78603.493,436453.58,89.949173,0
0.006,81957.073,436453.58,83.915341,0
0.006,81727.39,436453.58,87.907754,0
0.006,77746.841,436453.58,90.953182,0
0.006,97165.745,436453.58,85.901454,0
0.006,91695.393,436453.58,83.822025,0
0.006,83326.048,436453.58,84.697287,0
0.006,91356.066,436453.58,87.849012,0
0.006,76392.925,436453.58,88.22906,0
0.006,88959.199,436453.58,84.405886,0
0.006,75345.001,436453.58,91.198128,0
0.006,79681.103,436453.58,89.012905,0
0.006,91509.948,436453.58,90.145931,0
0.006,84269.082,436453.58,85.825083,0
0.006,95474.133,436453.58,85.810254,0
0.006,85286.91,436453.58,91.151347,0
0.006,86248.693,436453.58,89.417085,0
0.006,92712.269,436453.58,88.279087,0
0.006,95570.03,436453.58,84.40225,0
0.006,84778.441,436453.58,88.428794,0
0.006,88378.962,436453.58,92.585502,0
0.006,97868.202,436453.58,86.492867,0
0.006,70939.661,436453.58,89.898045,0
0.006,84769.81,436453.58,88.383103,0
0.006,87317.154,436453.58,86.177637,0
0.006,107049.02,436453.58,84.547766,0
0.006,77734.423,436453.58,90.935226,0
0.006,75979.594,436453.58,90.028221,0
0.006,86414.462,436453.58,88.868694,0
0.006,60902.2,436453.58,89.694371,0
0.006,93811.568,436453.58,85.523749,0
0.006,91005.07,436453.58,85.445417,0
0.006,82567.784,436453.58,86.107231,0
0.006,83629.739,436453.58,91.078765,0
0.006,86522.953,436453.58,89.506448,0
0.006,85511.684,436453.58,87.10211,0
0.006,91926.922,436453.58,87.924875,0
0.006,59980.734,436453.58,90.449456,0
0.006,90560.428,436453.58,84.944031,0
0.006,74901.489,436453.58,91.17272,0
0.006,76945.675,436453.58,89.223502,0
0.006,88460.089,436453.58,87.789659,0
0.006,85999.962,436453.58,86.974863,0
0.006,80299.31,436453.58,86.994876,0
0.006,88618.381,436453.58,84.432558,0
0.006,76430.749,436453.58,87.714846,0
0.006,83429.931,436453.58,89.353715,0
0.006,90173.353,436453.58,89.202007,0
0.006,96472.097,436453.58,82.839645,0
0.006,86892.634,436453.58,88.42525,0
0.006,89185.624,436453.58,86.891692,0
0.006,66049.394,436453.58,93.008406,0
0.006,86542.987,436453.58,85.202076,0
0.006,94120.087,436453.58,86.345541,0
0.006,65601.922,436453.58,90.330042,0
0.006,91114.421,436453.58,82.946555,0
0.006,85755.628,436453.58,89.558855,0
0.006,79212.372,436453.58,87.812631,0
0.006,96744.77,436453.58,83.408324,0
0.006,96475.551,436453.58,85.331775,0
0.006,93627.281,436453.58,83.10017,0
0.006,81706.847,436453.58,89.939822,0
0.006,81285.627,436453.58,84.16395,0
0.006,96322.117,436453.58,84.057967,0
0.006,75967.313,436453.58,90.590839,0
0.006,75601.01,436453.58,87.164288,0
0.006,86927.307,436453.58,86.203244,0
0.006,94865.204,436453.58,86.946857,0
0.006,87816.841,436453.58,86.43383,0
0.006,80525.338,436453.58,86.500337,0
0.006,93668.385,436453.58,86.147034,0
0.006,81696.597,436453.58,85.342648,0
0.006,78522.841,436453.58,88.25228,0
0.006,96820.686,436453.58,85.782553,0
0.006,90833.055,436453.58,85.437125,0
0.006,92483.035,436453.58,84.619693,0
0.006,93304.08,436453.58,85.630626,0
0.006,91514.02,436453.58,92.060145,0
0.006,87401.291,436453.58,88.502157,0
0.006,73162.643,436453.58,89.590528,0
0.006,88012.11,436453.58,83.521272,0
0.006,92276.102,436453.58,85.474489,0
0.006,83915.807,436453.58,86.423395,0
0.006,78682.751,436453.58,88.878264,0
0.006,97614.659,436453.58,81.166914,0
0.006,89550.16,436453.58,88.905576,0
0.006,91727.973,436453.58,87.20751,0
0.006,77592.851,436453.58,91.489491,0
0.006,89295.645,436453.58,86.527967,0
0.006,79356.806,436453.58,90.438476,0
0.006,87498.794,436453.58,88.141731,0
0.006,83283.909,436453.58,87.876342,0
0.006,68937.631,436453.58,87.571114,0
0.006,87171.831,436453.58,89.607976,0
0.006,86843.163,436453.58,86.372586,0
0.006,81762.214,436453.58,88.415038,0
0.0063,82880.393,415670.07,83.299216,0
0.0063,87336.053,415670.07,83.962922,0
0.0063,74064.225,415670.07,87.09484,0
0.0063,98092.51,415670.07,87.805146,0
0.0063,78568.654,415670.07,87.911352,0
0.0063,86350.282,415670.07,83.376533,0
0.0063,79637.713,415670.07,86.561701,0
0.0063,74543.754,415670.07,92.077709,0
0.0063,102814.73,415670.07,82.258688,0
0.0063,102235.9,415670.07,83.134009,0
0.0063,91982.434,415670.07,82.33456,0
0.0063,90676.828,415670.07,86.384045,0
0.0063,83729.045,415670.07,86.341006,0
0.0063,93116.553,415670.07,83.828962,0
0.0063,90703.938,415670.07,89.985803,0
0.0063,86376.103,415670.07,86.192956,0
0.0063,88258.678,415670.07,89.248477,0
0.0063,88849.323,415670.07,84.19286,0
0.0063,82319.413,415670.07,84.777045,0
0.0063,84065.9,415670.07,88.327675,0
0.0063,88398.575,415670.07,87.362922,0
0.0063,89893.223,415670.07,84.184268,0
0.0063,90132.957,415670.07,82.303899,0
0.0063,77098.013,415670.07,87.523651,0
0.0063,98588.346,415670.07,90.010281,0
0.0063,101770.32,415670.07,85.217718,0
0.0063,88919.104,415670.07,86.148638,0
0.0063,86505.009,415670.07,86.943926,0
0.0063,80133.757,415670.07,85.589614,0
0.0063,102319.73,415670.07,82.973588,0
0.0063,90406.117,415670.07,88.677276,0
0.0063,82779.021,415670.07,87.779278,0
0.0063,94401.015,415670.07,86.991273,0
0.0063,70964.261,415670.07,86.261683,0
0.0063,95378.85,415670.07,85.632622,0
0.0063,96308.386,415670.07,83.439461,0
0.0063,86471.166,415670.07,85.083927,0
0.0063,83857.308,415670.07,89.024117,0
0.0063,99957.031,415670.07,86.240011,0
0.0063,100570.18,415670.07,84.961519,0
0.0063,94678.969,415670.07,85.827296,0
0.0063,80502.349,415670.07,88.428085,0
0.0063,97866.966,415670.07,81.52001,0
0.0063,82832.89,415670.07,89.225283,0
0.0063,90158.217,415670.07,85.673654,0
0.0063,90134.843,415670.07,87.861695,0
0.0063,91982.289,415670.07,84.914363,0
0.0063,92016.747,415670.07,83.442573,0
0.0063,102884.52,415670.07,82.256404,0
0.0063,80368.823,415670.07,85.241185,0
0.0063,85999.614,415670.07,88.024611,0
0.0063,91185.364,415670.07,86.374524,0
0.0063,95103.381,415670.07,83.84053,0
0.0063,87035.003,415670.07,86.223493,0
0.0063,83736.679,415670.07,84.992335,0
0.0063,82705.121,415670.07,92.063842,0
0.0063,90687.831,415670.07,81.772692,0
0.0063,94733.104,415670.07,83.959766,0
0.0063,74438.959,415670.07,89.270197,0
0.0063,88323.431,415670.07,82.409024,0
0.0063,92012.318,415670.07,86.492565,0
0.0063,89737.184,415670.07,86.507847,0
0.0063,95358.709,415670.07,83.503208,0
0.0063,99260.509,415670.07,84.084402,0
0.0063,93626.78,415670.07,82.709217,0
0.0063,86754.28,415670.07,89.154183,0
0.0063,84965.51,415670.07,82.918047,0
0.0063,100426.98,415670.07,81.918584,0
0.0063,82819.272,415670.07,87.459035,0
0.0063,91086.181,415670.07,85.711004,0
0.0063,92833.627,415670.07,83.997087,0
0.0063,83919.391,415670.07,83.569446,0
0.0063,96495.312,415670.07,81.725086,0
0.0063,82927.776,415670.07,84.811774,0
0.0063,96687.815,415670.07,83.045989,0
0.0063,91369.328,415670.07,84.196152,0
0.0063,93842.511,415670.07,85.456927,0
0.0063,101138.85,415670.07,84.179234,0
0.0063,93554.286,415670.07,85.287251,0
0.0063,92028.611,415670.07,83.366352,0
0.0063,88885.42,415670.07,82.830189,0
0.0063,90989.86,415670.07,90.645492,0
0.0063,82419.763,415670.07,86.279395,0
0.0063,88080.656,415670.07,87.703741,0
0.0063,98903.38,415670.07,80.706602,0
0.0063,103423.35,415670.07,83.656242,0
0.0063,104116.97,415670.07,83.983786,0
0.0063,88337.568,415670.07,86.478588,0
0.0063,98892.475,415670.07,79.096646,0
0.0063,90656.248,415670.07,87.074568,0
0.0063,91527.431,415670.07,84.385049,0
0.0063,81429.169,415670.07,88.752724,0
0.0063,101670.38,415670.07,84.649752,0
0.0063,79325.413,415670.07,88.280062,0
0.0063,92691.524,415670.07,85.421075,0
0.0063,86953.529,415670.07,86.05123,0
0.0063,86105.547,415670.07,87.872366,0
0.0063,83908.456,415670.07,85.97183,0
0.0063,93985.776,415670.07,83.735246,0
0.0063,88530.689,415670.07,86.169977,0
0.0066,90652.697,396775.98,79.578159,0
0.0066,98029.905,396775.98,82.33578,0
0.0066,81097.02,396775.98,84.183741,0
0.0066,101786.09,396775.98,84.961412,0
0.0066,76847.988,396775.98,87.760773,0
0.0066,88608.323,396775.98,80.899486,0
0.0066,83334.751,396775.98,85.324752,0
0.0066,87263.231,396775.98,87.515485,0
0.0066,95534.364,396775.98,82.479335,0
0.0066,99707.652,396775.98,82.473792,0
0.0066,94167.497,396775.98,80.412376,0
0.0066,96467.528,396775.98,85.41308,0
0.0066,86057.81,396775.98,84.907263,0
0.0066,91003.874,396775.98,84.371004,0
0.0066,90744.786,396775.98,87.270441,0
0.0066,81423.973,396775.98,84.712019,0
0.0066,92797.476,396775.98,87.965767,0
0.0066,92936.234,396775.98,84.105729,0
0.0066,91773.195,396775.98,81.248529,0
0.0066,90477.262,396775.98,87.085658,0
0.0066,93366.407,396775.98,85.36856,0
0.0066,104549.2,396775.98,80.411815,0
0.0066,103785.83,396775.98,79.067923,0
0.0066,83880.583,396775.98,84.51817,0
0.0066,96053.714,396775.98,87.771137,0
0.0066,101846.54,396775.98,81.685195,0
0.0066,90706.326,396775.98,85.084628,0
0.0066,95602.67,396775.98,83.452293,0
0.0066,94354.412,396775.98,83.681673,0
0.0066,106050.63,396775.98,80.382423,0
0.0066,82193.986,396775.98,88.767125,0
0.0066,91494.262,396775.98,85.886021,0
0.0066,93855.603,396775.98,85.181163,0
0.0066,76138.06,396775.98,84.677522,0
0.0066,97655.074,396775.98,84.382609,0
0.0066,97854.317,396775.98,82.085276,0
0.0066,88593.327,396775.98,82.168198,0
0.0066,91774.793,396775.98,86.163345,0
0.0066,111935.73,396775.98,83.808522,0
0.0066,104045.44,396775.98,82.700451,0
0.0066,95002.727,396775.98,84.750197,0
0.0066,89335.312,396775.98,85.506772,0
0.0066,96331.031,396775.98,79.100777,0
0.0066,89417.049,396775.98,89.430116,0
0.0066,97844.728,396775.98,84.203266,0
0.0066,94559.758,396775.98,83.526975,0
0.0066,104359.19,396775.98,84.156177,0
0.0066,92326.311,396775.98,81.883857,0
0.0066,98612.238,396775.98,82.630744,0
0.0066,92733.321,396775.98,82.777456,0
0.0066,89861.794,396775.98,84.454252,0
0.0066,103874.6,396775.98,83.008891,0
0.0066,96329.401,396775.98,82.483213,0
0.0066,93754.44,396775.98,85.693399,0
0.0066,100945.01,396775.98,83.130896,0
0.0066,72785.233,396775.98,90.180741,0
0.0066,99922.493,396775.98,80.025773,0
0.0066,94707.576,396775.98,82.747465,0
0.0066,79546.669,396775.98,88.402457,0
0.0066,97354.649,396775.98,79.280047,0
0.0066,100515.8,396775.98,84.996517,0
0.0066,84106.414,396775.98,84.392049,0
0.0066,93184.4,396775.98,78.693708,0
0.0066,97445.052,396775.98,81.648359,0
0.0066,107604.2,396775.98,79.079774,0
0.0066,94577.409,396775.98,88.27476,0
0.0066,93231.754,396775.98,82.217118,0
0.0066,98942.07,396775.98,83.646056,0
0.0066,107071.53,396775.98,85.953496,0
0.0066,90230.07,396775.98,82.850173,0
0.0066,97823.513,396775.98,82.924932,0
0.0066,89437.995,396775.98,82.250497,0
0.0066,100698.6,396775.98,78.783186,0
0.0066,94657.216,396775.98,81.686297,0
0.0066,94471.48,396775.98,81.330182,0
0.0066,90085.409,396775.98,82.103381,0
0.0066,96131.231,396775.98,85.018814,0
