scale,throughput,load,collision,lost
0.0066,107113.39,396775.98,81.956182,0
0.0066,94677.458,396775.98,83.415051,0
0.0066,96854.227,396775.98,82.215478,0
0.0066,100271.99,396775.98,81.275266,0
0.0066,88550.548,396775.98,90.158153,0
0.0066,85020.62,396775.98,84.4359,0
0.0066,94886.706,396775.98,85.613467,0
0.0066,96933.931,396775.98,82.189969,0
0.0066,90761.376,396775.98,82.084517,0
0.0066,110506.45,396775.98,80.723048,0
0.0066,91639.645,396775.98,83.164215,0
0.0066,92190.151,396775.98,78.738731,0
0.0066,91222.825,396775.98,86.220933,0
0.0066,89979.114,396775.98,82.313958,0
0.0066,87580.634,396775.98,86.348748,0
0.0066,95871.318,396775.98,81.518603,0
0.0066,90317.161,396775.98,89.427234,0
0.0066,96847.412,396775.98,85.807197,0
0.0066,91883.059,396775.98,84.386244,0
0.0066,83599.07,396775.98,84.44322,0
0.0066,95640.423,396775.98,84.73221,0
0.0066,95825.403,396775.98,84.409384,0
0.0066,90687.91,396775.98,85.709399,0
0.0069,98747.698,379524.85,79.497082,0
0.0069,99059.632,379524.85,81.790224,0
0.0069,81997.313,379524.85,82.839674,0
0.0069,103702.02,379524.85,85.363808,0
0.0069,78542.614,379524.85,85.869729,0
0.0069,105781.92,379524.85,77.603912,0
0.0069,88440.431,379524.85,83.886131,0
0.0069,91781.927,379524.85,86.172359,0
0.0069,104348.17,379524.85,79.639907,0
0.0069,106091.65,379524.85,79.662958,0
0.0069,91035.291,379524.85,79.873224,0
0.0069,99447.216,379524.85,83.854382,0
0.0069,91765.043,379524.85,84.097789,0
0.0069,93773.668,379524.85,81.431749,0
0.0069,93977.959,379524.85,85.107422,0
0.0069,94445.375,379524.85,81.589546,0
0.0069,98903.48,379524.85,84.914745,0
0.0069,91980.051,379524.85,82.079196,0
0.0069,96174.996,379524.85,81.316109,0
0.0069,90288.824,379524.85,86.105155,0
0.0069,94059.945,379524.85,83.62088,0
0.0069,103448.3,379524.85,77.942533,0
0.0069,102923.69,379524.85,76.896753,0
0.0069,94125.218,379524.85,83.147545,0
0.0069,104745.87,379524.85,84.43947,0
0.0069,108205.85,379524.85,79.189593,0
0.0069,80027.442,379524.85,83.458491,0
0.0069,103891.27,379524.85,82.136691,0
0.0069,97822.122,379524.85,81.441204,0
0.0069,112052.02,379524.85,76.786766,0
0.0069,88311.023,379524.85,85.047264,0
0.0069,94968.732,379524.85,84.88133,0
0.0069,102262.3,379524.85,81.494398,0
0.0069,87020.769,379524.85,83.387439,0
0.0069,104991.87,379524.85,82.527647,0
0.0069,101909.19,379524.85,80.964294,0
0.0069,87988.587,379524.85,80.945905,0
0.0069,102312.08,379524.85,85.291795,0
0.0069,116162.1,379524.85,82.719436,0
0.0069,100075.42,379524.85,79.466979,0
0.0069,101370.01,379524.85,82.407667,0
0.0069,90574.348,379524.85,84.701741,0
0.0069,94513.921,379524.85,77.522894,0
0.0069,87173.351,379524.85,86.98576,0
0.0069,95128.01,379524.85,82.696896,0
0.0069,102013.78,379524.85,82.832137,0
0.0069,92389.071,379524.85,82.853583,0
0.0069,95166.898,379524.85,77.765649,0
0.0069,103546.85,379524.85,80.425798,0
0.0069,95274.699,379524.85,81.842231,0
0.0069,83740.634,379524.85,85.244477,0
0.0069,100264.21,379524.85,82.332295,0
0.0069,103715.44,379524.85,76.309478,0
0.0069,94349.446,379524.85,83.447872,0
0.0069,102909.1,379524.85,81.665065,0
0.0069,88660.717,379524.85,88.82524,0
0.0069,98808.423,379524.85,79.834592,0
0.0069,101475.45,379524.85,82.348055,0
0.0069,85201.932,379524.85,85.590714,0
0.0069,104453.54,379524.85,77.792024,0
0.0069,101994.85,379524.85,83.017347,0
0.0069,88610.551,379524.85,83.897901,0
0.0069,94111.973,379524.85,77.960562,0
0.0069,103039.69,379524.85,77.440396,0
0.0069,113578.54,379524.85,75.331904,0
0.0069,99748.639,379524.85,85.049795,0
0.0069,92588.445,379524.85,80.540937,0
0.0069,108853.5,379524.85,79.167666,0
0.0069,92126.315,379524.85,86.302111,0
0.0069,99134.851,379524.85,81.075722,0
0.0069,90973.539,379524.85,79.777733,0
0.0069,96967.865,379524.85,80.571374,0
0.0069,98348.925,379524.85,79.365292,0
0.0069,95770.731,379524.85,79.890653,0
0.0069,89107.173,379524.85,82.176591,0
0.0069,103842.94,379524.85,80.865759,0
0.0069,92929.57,379524.85,81.438531,0
0.0069,103756.08,379524.85,80.652326,0
0.0069,95605.379,379524.85,81.349594,0
0.0069,96043.492,379524.85,79.627771,0
0.0069,93772.439,379524.85,80.009267,0
0.0069,87010.315,379524.85,89.695018,0
0.0069,85479.465,379524.85,84.021381,0
0.0069,90834.571,379524.85,84.753767,0
0.0069,100864.37,379524.85,79.241881,0
0.0069,99218.529,379524.85,79.502439,0
0.0069,110855.41,379524.85,78.574008,0
0.0069,98587.309,379524.85,81.075693,0
0.0069,97576.627,379524.85,75.801315,0
0.0069,96952.791,379524.85,83.529984,0
0.0069,99464.397,379524.85,80.364215,0
0.0069,82960.873,379524.85,86.561492,0
0.0069,101717.28,379524.85,79.937409,0
0.0069,90767.318,379524.85,85.180144,0
0.0069,110452.84,379524.85,82.277684,0
0.0069,95810.974,379524.85,80.990291,0
0.0069,82783.191,379524.85,81.6175,0
0.0069,105089.85,379524.85,84.168492,0
0.0069,100352.98,379524.85,80.207155,0
0.0069,94821.733,379524.85,83.151892,0
0.0076,95050.44,344568.61,74.855158,0
0.0076,104966.56,344568.61,75.933798,0
0.0076,100405.25,344568.61,78.204002,0
0.0076,106794.15,344568.61,80.333293,0
0.0076,95098.623,344568.61,81.976659,0
0.0076,111108.76,344568.61,72.760249,0
0.0076,98006.59,344568.61,79.3242,0
0.0076,99136.533,344568.61,83.656597,0
0.0076,108661.57,344568.61,75.064134,0
0.0076,109933.85,344568.61,76.636155,0
0.0076,104865.69,344568.61,75.591306,0
0.0076,107457.94,344568.61,78.319607,0
0.0076,93583.98,344568.61,80.284884,0
0.0076,102366.55,344568.61,76.680882,0
0.0076,100691.14,344568.61,80.488356,0
0.0076,100575.58,344568.61,77.667098,0
0.0076,98367.084,344568.61,81.52822,0
0.0076,108753.02,344568.61,76.523007,0
0.0076,94231.183,344568.61,77.382948,0
0.0076,103771.99,344568.61,78.719103,0
0.0076,103001.67,344568.61,79.876584,0
0.0076,112283.25,344568.61,74.455797,0
0.0076,109532.5,344568.61,74.432709,0
0.0076,103116.94,344568.61,76.47388,0
0.0076,111309.25,344568.61,80.463658,0
0.0076,110212.58,344568.61,76.554008,0
0.0076,103233.9,344568.61,77.303351,0
0.0076,98418.45,344568.61,76.837303,0
0.0076,105502.29,344568.61,77.696745,0
0.0076,119690.66,344568.61,71.145932,0
0.0076,102550.14,344568.61,81.172692,0
0.0076,97238.187,344568.61,79.049449,0
0.0076,112735.91,344568.61,79.044702,0
0.0076,99304.571,344568.61,76.979534,0
0.0076,106836.95,344568.61,76.81942,0
0.0076,103221.97,344568.61,77.261055,0
0.0076,97948.021,344568.61,75.492724,0
0.0076,105615.85,344568.61,80.594089,0
0.0076,110725.62,344568.61,75.922648,0
0.0076,112642.04,344568.61,75.762528,0
0.0076,107045.2,344568.61,79.549822,0
0.0076,101425.24,344568.61,78.345716,0
0.0076,107468.23,344568.61,71.571488,0
0.0076,89855.823,344568.61,81.50866,0
0.0076,102340.99,344568.61,78.515128,0
0.0076,101075.45,344568.61,77.029795,0
0.0076,106906.99,344568.61,75.670276,0
0.0076,102487.54,344568.61,74.511116,0
0.0076,107477.34,344568.61,74.0699,0
0.0076,102376.99,344568.61,79.087011,0
0.0076,84965.491,344568.61,81.469283,0
0.0076,114583.22,344568.61,78.69084,0
0.0076,106357.94,344568.61,73.586787,0
0.0076,105289.51,344568.61,78.436269,0
0.0076,106338.2,344568.61,76.167257,0
0.0076,100588.57,344568.61,81.86743,0
0.0076,109744.15,344568.61,75.521788,0
0.0076,112054.85,344568.61,76.768347,0
0.0076,82469.626,344568.61,83.936763,0
0.0076,111459.64,344568.61,74.6663,0
0.0076,111766.02,344568.61,76.753369,0
0.0076,97101.301,344568.61,78.725835,0
0.0076,96452.22,344568.61,72.423223,0
0.0076,102680.83,344568.61,75.046788,0
0.0076,114680.4,344568.61,73.544179,0
0.0076,106978.27,344568.61,79.657752,0
0.0076,103944.35,344568.61,74.854335,0
0.0076,109476.62,344568.61,72.737928,0
0.0076,102372.96,344568.61,81.643005,0
0.0076,105059.77,344568.61,75.945058,0
0.0076,98794.375,344568.61,75.124788,0
0.0076,105410.3,344568.61,77.119621,0
0.0076,104066.28,344568.61,74.323037,0
0.0076,108645.46,344568.61,74.253313,0
0.0076,100588.46,344568.61,76.849389,0
0.0076,102779.03,344568.61,74.643902,0
0.0076,104965.66,344568.61,75.978811,0
0.0076,107602.45,344568.61,77.0705,0
0.0076,104443.14,344568.61,76.744334,0
0.0076,109592.63,344568.61,73.673911,0
0.0076,111361.45,344568.61,73.357936,0
0.0076,96822.257,344568.61,84.626746,0
0.0076,102349.28,344568.61,81.268015,0
0.0076,94065.164,344568.61,79.904633,0
0.0076,103268.26,344568.61,72.001609,0
0.0076,107079.72,344568.61,73.396016,0
0.0076,115507.04,344568.61,73.691579,0
0.0076,110138.54,344568.61,74.965448,0
0.0076,100812.51,344568.61,75.107568,0
0.0076,102562.04,344568.61,79.329585,0
0.0076,105825.74,344568.61,76.190948,0
0.0076,93202.099,344568.61,82.974604,0
0.0076,103095.66,344568.61,75.625994,0
0.0076,93290.652,344568.61,80.28603,0
0.0076,107582.01,344568.61,79.648712,0
0.0076,110309.77,344568.61,77.431939,0
0.0076,94723.644,344568.61,77.55765,0
0.0076,98734.864,344568.61,80.227281,0
0.0076,107934.79,344568.61,77.620632,0
0.0076,99974.645,344568.61,77.873385,0
0.0083,106018.92,315508.61,70.372712,0
0.0083,106751.41,315508.61,73.628741,0
0.0083,108163.17,315508.61,72.50301,0
0.0083,111592.09,315508.61,75.244754,0
0.0083,95098.234,315508.61,80.013567,0
0.0083,108661.22,315508.61,69.137255,0
0.0083,103437.11,315508.61,74.62266,0
0.0083,107452.6,315508.61,79.362089,0
0.0083,104808.45,315508.61,70.558292,0
0.0083,117339.69,315508.61,71.549494,0
0.0083,109940.79,315508.61,69.273959,0
0.0083,111199.42,315508.61,74.064663,0
0.0083,98174.688,315508.61,76.71633,0
0.0083,114732.97,315508.61,71.191369,0
0.0083,107660.11,315508.61,76.052791,0
0.0083,113596.89,315508.61,71.964079,0
0.0083,114781.44,315508.61,76.587351,0
0.0083,105300.94,315508.61,74.902862,0
0.0083,105149.54,315508.61,72.788035,0
0.0083,116769.65,315508.61,73.967934,0
0.0083,106378.38,315508.61,76.459591,0
0.0083,120570.36,315508.61,69.682068,0
0.0083,106389.76,315508.61,71.583501,0
0.0083,110190.02,315508.61,73.318327,0
0.0083,123146.71,315508.61,76.35648,0
0.0083,116556.4,315508.61,70.995892,0
0.0083,111443.85,315508.61,71.697989,0
0.0083,103097.62,315508.61,72.095477,0
0.0083,106703.54,315508.61,74.284232,0
0.0083,120405.37,315508.61,66.11747,0
0.0083,105487.53,315508.61,79.166852,0
0.0083,110722.32,315508.61,72.642025,0
0.0083,112036.26,315508.61,76.114109,0
0.0083,98336.898,315508.61,73.786134,0
0.0083,107539.16,315508.61,74.679982,0
0.0083,108467.1,315508.61,72.84373,0
0.0083,109246.79,315508.61,71.307537,0
0.0083,101472.17,315508.61,77.262551,0
0.0083,118870.17,315508.61,70.440739,0
0.0083,107679.43,315508.61,71.772666,0
0.0083,120722.82,315508.61,74.239262,0
0.0083,100894.27,315508.61,75.040912,0
0.0083,111538.15,315508.61,65.808732,0
0.0083,101948.17,315508.61,78.027517,0
0.0083,118938.03,315508.61,73.700749,0
0.0083,107679.8,315508.61,73.300996,0
0.0083,118734.73,315508.61,71.129427,0
0.0083,110307.92,315508.61,71.449383,0
0.0083,116056.53,315508.61,69.517121,0
0.0083,108154.23,315508.61,74.923213,0
0.0083,97808.916,315508.61,76.673027,0
0.0083,117358.38,315508.61,73.224545,0
0.0083,115691.55,315508.61,68.330487,0
0.0083,103236.16,315508.61,75.42997,0
0.0083,111727.1,315508.61,71.864108,0
0.0083,103143.62,315508.61,78.243373,0
0.0083,115784.84,315508.61,70.739518,0
0.0083,107863.93,315508.61,72.877007,0
0.0083,92652.423,315508.61,79.094176,0
0.0083,108258.85,315508.61,71.224605,0
0.0083,116130.36,315508.61,72.246134,0
0.0083,107090.71,315508.61,72.274566,0
0.0083,118260.32,315508.61,66.387985,0
0.0083,105666.77,315508.61,72.503634,0
0.0083,110694.44,315508.61,67.946333,0
0.0083,110889.73,315508.61,74.466674,0
0.0083,112113.96,315508.61,68.036646,0
0.0083,115479.46,315508.61,70.806011,0
0.0083,103612.16,315508.61,75.019082,0
0.0083,112016.58,315508.61,72.276834,0
0.0083,107149.54,315508.61,70.804648,0
0.0083,112540.47,315508.61,73.577706,0
0.0083,111136.34,315508.61,71.067125,0
0.0083,108915.48,315508.61,71.556072,0
0.0083,114951.35,315508.61,74.607055,0
0.0083,112932.84,315508.61,71.459656,0
0.0083,107105.72,315508.61,73.148068,0
0.0083,113076.43,315508.61,72.454845,0
0.0083,109658.51,315508.61,70.323308,0
0.0083,109865.49,315508.61,70.23235,0
0.0083,115911.95,315508.61,68.858045,0
0.0083,107708.42,315508.61,79.818664,0
0.0083,102764.71,315508.61,76.605144,0
0.0083,102840.76,315508.61,76.710081,0
0.0083,112841.81,315508.61,68.061825,0
0.0083,116597.9,315508.61,69.210021,0
0.0083,117384.02,315508.61,69.102674,0
0.0083,107599.09,315508.61,73.018765,0
0.0083,111911.69,315508.61,68.648519,0
0.0083,113890.54,315508.61,74.566891,0
0.0083,110168.23,315508.61,72.68236,0
0.0083,99354.567,315508.61,81.350795,0
0.0083,113022.58,315508.61,70.217514,0
0.0083,98506.55,315508.61,74.588853,0
0.0083,107538.7,315508.61,74.565949,0
0.0083,115315.22,315508.61,74.02488,0
0.0083,99417.443,315508.61,73.702862,0
0.0083,109163.76,315508.61,75.986825,0
0.0083,106228.8,315508.61,74.952288,0
0.0083,109521.21,315508.61,75.388641,0
0.009,99463.001,290969.05,69.765886,0
0.009,112228.32,290969.05,68.069323,0
0.009,115141.22,290969.05,69.057021,0
0.009,111418.73,290969.05,71.048677,0
0.009,101134.35,290969.05,75.984466,0
0.009,105672.58,290969.05,67.739305,0
0.009,110480.26,290969.05,71.065038,0
0.009,107434.82,290969.05,73.942325,0
0.009,114100.36,290969.05,62.67149,0
0.009,113317.3,290969.05,67.839978,0
0.009,119777.38,290969.05,62.489319,0
0.009,115169.92,290969.05,68.537322,0
0.009,108871.98,290969.05,71.752596,0
0.009,113446.08,290969.05,65.343894,0
0.009,102416.51,290969.05,71.541959,0
0.009,119051.83,290969.05,69.193396,0
0.009,113111.23,290969.05,73.126528,0
0.009,116834.57,290969.05,68.86642,0
0.009,116957.98,290969.05,66.76203,0
0.009,114288.48,290969.05,70.262722,0
0.009,112404,290969.05,70.626622,0
0.009,120537.38,290969.05,65.143997,0
0.009,114581.6,290969.05,66.890078,0
0.009,117552.43,290969.05,66.824311,0
0.009,119247.15,290969.05,71.898593,0
0.009,115757.92,290969.05,66.033643,0
0.009,113373.63,290969.05,68.310715,0
0.009,107272.38,290969.05,70.159513,0
0.009,107541.38,290969.05,69.068747,0
0.009,118968.02,290969.05,63.319134,0
0.009,110798.11,290969.05,75.572255,0
0.009,107025.39,290969.05,70.08221,0
0.009,116270.19,290969.05,71.395672,0
0.009,106375.99,290969.05,70.020662,0
0.009,119643.18,290969.05,68.463319,0
0.009,111987.16,290969.05,70.907482,0
0.009,109778.58,290969.05,69.339397,0
0.009,115996.67,290969.05,70.586815,0
0.009,118200.56,290969.05,65.42329,0
0.009,117669.11,290969.05,66.842858,0
0.009,120852.6,290969.05,70.914674,0
0.009,99750.418,290969.05,72.959999,0
0.009,113544.68,290969.05,60.941357,0
0.009,102955.12,290969.05,74.537672,0
0.009,117314.08,290969.05,70.267359,0
0.009,110932.11,290969.05,71.012614,0
0.009,122808.11,290969.05,67.743627,0
0.009,110467.18,290969.05,66.169074,0
0.009,112470.23,290969.05,67.274705,0
0.009,109215.41,290969.05,72.631386,0
0.009,116552.07,290969.05,72.109469,0
0.009,121873.93,290969.05,71.367483,0
0.009,118124.97,290969.05,63.980013,0
0.009,108938.5,290969.05,71.503253,0
0.009,116894.51,290969.05,69.36342,0
0.009,106789.93,290969.05,74.888275,0
0.009,117694.12,290969.05,68.186517,0
0.009,112830.21,290969.05,68.690362,0
0.009,100819.81,290969.05,75.906308,0
0.009,110091.45,290969.05,67.328652,0
0.009,119837.42,290969.05,67.58634,0
0.009,110473.65,290969.05,69.464285,0
0.009,112769.42,290969.05,63.91463,0
0.009,109254.28,290969.05,68.60678,0
0.009,118911.44,290969.05,62.720886,0
0.009,115177.26,290969.05,69.659129,0
0.009,120468.92,290969.05,65.185685,0
0.009,119153.59,290969.05,67.587053,0
0.009,118676.93,290969.05,70.671573,0
0.009,112625.04,290969.05,68.636026,0
0.009,112090.07,290969.05,65.551832,0
0.009,104975.74,290969.05,68.994433,0
0.009,119363.32,290969.05,69.507782,0
0.009,110997.71,290969.05,66.531456,0
0.009,112364.22,290969.05,68.747482,0
0.009,107467.46,290969.05,66.909046,0
0.009,104794.2,290969.05,67.835862,0
0.009,112588.28,290969.05,66.466659,0
0.009,116036.91,290969.05,66.281007,0
0.009,119510.56,290969.05,67.231192,0
0.009,117895.4,290969.05,66.61917,0
0.009,109027.68,290969.05,76.352842,0
0.009,111279.08,290969.05,72.569373,0
0.009,106397.61,290969.05,73.095691,0
0.009,112979.96,290969.05,65.841166,0
0.009,125016.8,290969.05,65.074749,0
0.009,115114.44,290969.05,65.054152,0
0.009,113611.7,290969.05,68.472802,0
0.009,114700.81,290969.05,64.973486,0
0.009,111007.93,290969.05,72.424831,0
0.009,121988.22,290969.05,66.291391,0
0.009,102538.64,290969.05,74.187536,0
0.009,110873.82,290969.05,68.741065,0
0.009,112992.59,290969.05,68.180329,0
0.009,119962.04,290969.05,70.924039,0
0.009,117461.95,290969.05,69.794805,0
0.009,105705.14,290969.05,70.172187,0
0.009,116250.16,290969.05,71.466412,0
0.009,113413.2,290969.05,70.444637,0
0.009,111338.33,290969.05,72.608668,0
0.0097,108681.42,269971.28,66.599836,0
0.0097,120764.01,269971.28,61.491131,0
0.0097,120850.49,269971.28,63.810048,0
0.0097,118356.77,269971.28,66.610196,0
0.0097,110609.13,269971.28,68.978773,0
0.0097,113430.83,269971.28,63.562245,0
0.0097,118176.6,269971.28,65.72618,0
0.0097,115844.75,269971.28,70.398385,0
0.0097,113207.16,269971.28,58.458349,0
0.0097,115903.42,269971.28,64.999429,0
0.0097,117626.23,269971.28,60.101346,0
0.0097,113246.04,269971.28,64.772299,0
0.0097,106700.86,269971.28,69.333204,0
0.0097,119687.32,269971.28,62.677896,0
0.0097,106099.39,269971.28,68.09818,0
0.0097,117818.89,269971.28,66.708834,0
0.0097,115636.9,269971.28,68.665344,0
0.0097,111514.54,269971.28,65.622587,0
0.0097,119608.17,269971.28,63.03593,0
0.0097,117260.65,269971.28,66.147859,0
0.0097,119953.47,269971.28,65.78215,0
0.0097,114967.21,269971.28,60.805516,0
0.0097,120314.04,269971.28,61.909684,0
0.0097,118224,269971.28,63.581313,0
0.0097,114833.1,269971.28,68.286052,0
0.0097,122124.61,269971.28,61.147846,0
0.0097,114538.28,269971.28,64.416207,0
0.0097,112276.81,269971.28,66.035902,0
0.0097,111043.51,269971.28,64.317318,0
0.0097,117480.38,269971.28,61.130022,0
0.0097,116513.66,269971.28,70.180971,0
0.0097,114157.83,269971.28,65.179182,0
0.0097,113503.72,269971.28,65.06669,0
0.0097,111441.17,269971.28,66.064456,0
0.0097,120256.29,269971.28,64.816463,0
0.0097,115136.81,269971.28,65.380703,0
0.0097,113339.31,269971.28,64.833126,0
0.0097,122748.43,269971.28,66.951637,0
0.0097,116209.19,269971.28,59.852477,0
0.0097,118095.34,269971.28,62.303427,0
0.0097,116323.91,269971.28,67.00829,0
0.0097,109625.26,269971.28,65.216182,0
0.0097,113836.93,269971.28,56.657453,0
0.0097,106270.83,269971.28,70.107785,0
0.0097,114876.35,269971.28,67.715756,0
0.0097,110132.33,269971.28,68.538476,0
0.0097,122748.69,269971.28,65.967823,0
0.0097,119924.76,269971.28,61.478267,0
0.0097,116003.23,269971.28,62.136766,0
0.0097,106847.38,269971.28,65.420424,0
0.0097,117696.5,269971.28,67.7234,0
0.0097,118394.2,269971.28,66.478072,0
0.0097,121911.49,269971.28,61.721436,0
0.0097,110233.46,269971.28,68.955337,0
0.0097,114058.7,269971.28,66.853626,0
0.0097,119144.19,269971.28,69.196437,0
0.0097,117459.15,269971.28,62.371307,0
0.0097,113943.24,269971.28,65.351171,0
0.0097,108602.46,269971.28,72.928704,0
0.0097,114205.17,269971.28,65.824764,0
0.0097,108965.3,269971.28,67.907704,0
0.0097,110657.3,269971.28,66.901893,0
0.0097,115173.52,269971.28,59.981959,0
0.0097,110809.23,269971.28,61.977407,0
0.0097,119084.83,269971.28,58.456725,0
0.0097,116994.97,269971.28,66.554309,0
0.0097,117355.08,269971.28,62.209303,0
0.0097,113057.15,269971.28,63.584745,0
0.0097,117633.06,269971.28,66.856174,0
0.0097,112879.05,269971.28,64.709523,0
0.0097,111754.32,269971.28,60.538019,0
0.0097,108739.59,269971.28,64.669082,0
0.0097,114476.62,269971.28,64.383434,0
0.0097,121467.57,269971.28,63.616748,0
0.0097,113975.75,269971.28,65.553905,0
0.0097,118367,269971.28,62.03394,0
0.0097,112077.74,269971.28,63.439168,0
0.0097,123744.94,269971.28,64.470117,0
0.0097,114153.33,269971.28,63.811292,0
0.0097,121616.67,269971.28,64.048958,0
0.0097,119712.76,269971.28,62.893171,0
0.0097,113601.15,269971.28,74.663251,0
0.0097,105089.75,269971.28,69.034856,0
0.0097,117694.03,269971.28,67.129029,0
0.0097,120425.9,269971.28,61.167415,0
0.0097,113257.07,269971.28,61.342508,0
0.0097,119044.47,269971.28,61.017751,0
0.0097,119277.92,269971.28,63.733611,0
0.0097,116283.1,269971.28,60.251805,0
0.0097,120230.62,269971.28,68.425512,0
0.0097,122606.27,269971.28,64.445252,0
0.0097,117034.73,269971.28,71.713985,0
0.0097,121076.35,269971.28,61.291361,0
0.0097,114754.21,269971.28,62.044887,0
0.0097,121542.85,269971.28,65.192267,0
0.0097,121553.63,269971.28,64.890682,0
0.0097,110812.92,269971.28,66.473635,0
0.0097,114481.07,269971.28,68.363463,0
0.0097,116709.48,269971.28,66.790953,0
0.0097,115238.66,269971.28,68.140299,0
0.0104,113279.86,251800.14,61.885774,0
0.0104,114476.64,251800.14,61.215647,0
0.0104,118787.3,251800.14,59.063796,0
0.0104,117720.45,251800.14,62.456611,0
0.0104,116807.76,251800.14,65.470783,0
0.0104,116306.63,251800.14,59.083551,0
0.0104,118102.79,251800.14,61.346473,0
0.0104,109736.76,251800.14,68.18523,0
0.0104,113853.09,251800.14,56.502891,0
0.0104,116878.23,251800.14,60.922633,0
0.0104,119740.67,251800.14,57.147569,0
0.0104,116882.83,251800.14,61.546225,0
0.0104,107067.92,251800.14,66.022732,0
0.0104,121256.93,251800.14,58.151207,0
0.0104,118732.36,251800.14,62.985096,0
0.0104,112719.43,251800.14,62.519968,0
0.0104,119798.81,251800.14,63.953026,0
0.0104,114195.16,251800.14,62.323636,0
0.0104,118457.97,251800.14,60.255276,0
0.0104,123116.89,251800.14,61.674812,0
0.0104,114283.98,251800.14,63.247666,0
0.0104,123698.31,251800.14,56.984103,0
0.0104,115687.13,251800.14,58.111997,0
0.0104,119816.47,251800.14,60.635726,0
0.0104,114646.01,251800.14,66.198291,0
0.0104,120226.01,251800.14,58.537999,0
0.0104,118433.85,251800.14,60.424536,0
0.0104,113161.48,251800.14,62.458277,0
0.0104,113208.44,251800.14,59.463491,0
0.0104,122453.84,251800.14,56.436647,0
0.0104,117733.49,251800.14,66.516861,0
0.0104,119212.9,251800.14,60.629586,0
0.0104,114773.68,251800.14,63.233773,0
0.0104,110736.22,251800.14,63.522829,0
0.0104,115215.47,251800.14,63.409958,0
0.0104,118698.36,251800.14,62.238402,0
0.0104,119014.58,251800.14,58.134827,0
0.0104,121874.68,251800.14,63.668904,0
0.0104,121758,251800.14,58.130841,0
0.0104,119570.31,251800.14,59.07898,0
0.0104,118545.07,251800.14,62.935762,0
0.0104,110673.83,251800.14,62.774225,0
0.0104,117404.91,251800.14,53.474642,0
0.0104,115180.38,251800.14,66.242272,0
0.0104,116543.86,251800.14,64.980014,0
0.0104,109058.92,251800.14,64.092139,0
0.0104,114524.84,251800.14,60.795713,0
0.0104,112853.98,251800.14,61.412624,0
0.0104,110642.5,251800.14,57.360241,0
0.0104,115097.75,251800.14,61.012155,0
0.0104,115008.31,251800.14,65.307102,0
0.0104,119670.41,251800.14,62.34601,0
0.0104,116764.12,251800.14,59.35401,0
0.0104,116328.98,251800.14,65.366485,0
0.0104,109143.56,251800.14,64.836995,0
0.0104,122224.54,251800.14,67.214962,0
0.0104,120042.08,251800.14,59.39404,0
0.0104,117657.56,251800.14,61.621754,0
0.0104,107657.1,251800.14,70.045025,0
0.0104,112420.95,251800.14,60.436477,0
0.0104,107288.34,251800.14,64.920295,0
0.0104,114866.55,251800.14,62.9638,0
0.0104,113838.48,251800.14,56.586484,0
0.0104,112638.21,251800.14,60.581357,0
0.0104,121232.21,251800.14,56.038643,0
0.0104,114999.54,251800.14,63.716815,0
0.0104,114006.9,251800.14,58.35178,0
0.0104,112854.76,251800.14,58.867621,0
0.0104,121183.05,251800.14,62.310939,0
0.0104,118601.17,251800.14,62.030878,0
0.0104,116071.07,251800.14,57.84669,0
0.0104,106323.29,251800.14,62.632636,0
0.0104,118138.58,251800.14,59.895059,0
0.0104,116720.87,251800.14,60.933058,0
0.0104,113101.02,251800.14,62.457029,0
0.0104,111372.2,251800.14,59.268942,0
0.0104,112709.76,251800.14,61.517209,0
0.0104,122305.88,251800.14,59.957725,0
0.0104,110299.28,251800.14,58.575658,0
0.0104,119430.55,251800.14,60.705598,0
0.0104,116884.17,251800.14,59.604348,0
0.0104,114358.12,251800.14,70.483208,0
0.0104,114319.82,251800.14,67.05497,0
0.0104,113345.43,251800.14,63.47296,0
0.0104,118488.41,251800.14,56.37618,0
0.0104,116838.71,251800.14,58.383695,0
0.0104,119047.78,251800.14,57.654436,0
0.0104,122994.82,251800.14,59.521976,0
0.0104,111443.61,251800.14,57.997637,0
0.0104,119921.49,251800.14,67.487649,0
0.0104,120017.57,251800.14,61.896984,0
0.0104,121198.16,251800.14,65.635613,0
0.0104,117432.42,251800.14,56.923882,0
0.0104,114809.1,251800.14,57.635489,0
0.0104,123561.83,251800.14,62.325512,0
0.0104,116309.42,251800.14,62.060176,0
0.0104,101938.93,251800.14,64.508462,0
0.0104,116294.64,251800.14,65.212023,0
0.0104,121425.72,251800.14,64.449413,0
0.0104,118665.67,251800.14,64.851871,0
0.0111,112805.65,235920.85,60.195156,0
0.0111,121541.06,235920.85,56.211801,0
0.0111,118933.15,235920.85,54.400929,0
0.0111,120795.37,235920.85,58.183347,0
0.0111,112189.27,235920.85,61.31036,0
0.0111,116631.94,235920.85,56.586644,0
0.0111,121571.24,235920.85,57.357849,0
0.0111,117672.73,235920.85,65.504017,0
0.0111,117487.61,235920.85,51.991824,0
0.0111,117395.68,235920.85,57.375066,0
0.0111,120100.26,235920.85,56.113097,0
0.0111,117876.74,235920.85,58.187965,0
0.0111,111913.14,235920.85,63.148399,0
0.0111,117643.9,235920.85,55.822866,0
0.0111,115195.96,235920.85,59.395924,0
0.0111,109104.73,235920.85,60.214914,0
0.0111,117256.17,235920.85,61.229889,0
