node,scale,throughput,load,collision,lost
5,0.0042,54980.342,623505.11,99.242424,0
6,0.0042,101722.46,623505.11,95.945946,0
7,0.0042,23770.327,623505.11,80.851064,0
8,0.0042,84577.306,623505.11,100,0
9,0.0042,94324.818,623505.11,99,0
0,0.0042,56260.088,623505.11,89.795918,0
1,0.0042,-516.87223,623505.11,89.795918,0
2,0.0042,112723.88,623505.11,100,0
3,0.0042,144070.78,623505.11,98.701299,0
4,0.0042,17493.9,623505.11,97.435897,0
5,0.0042,32201.833,623505.11,100,0
6,0.0042,41129.912,623505.11,98.924731,0
7,0.0042,30327.79,623505.11,94,0
8,0.0042,33016.08,623505.11,100,0
9,0.0042,114174.72,623505.11,100,0
0,0.0042,106409.52,623505.11,93.617021,0
1,0.0042,-1789.2798,623505.11,72.222222,0
2,0.0042,180216.4,623505.11,98.780488,0
3,0.0042,55812.463,623505.11,98.387097,0
4,0.0042,493.59442,623505.11,96.610169,0
5,0.0042,25935.483,623505.11,100,0
6,0.0042,63165.568,623505.11,98.507463,0
7,0.0042,27430.784,623505.11,85.714286,0
8,0.0042,99662.521,623505.11,97.849462,0
9,0.0042,59507.163,623505.11,100,0
0,0.0042,25019.138,623505.11,76.086957,0
1,0.0042,9292.8226,623505.11,96.078431,0
2,0.0042,22929.339,623505.11,99.019608,0
3,0.0042,49385.885,623505.11,97.101449,0
4,0.0042,28135.728,623505.11,97.402597,0
5,0.0042,69855.171,623505.11,100,0
6,0.0042,78486.711,623505.11,98.734177,0
7,0.0042,44674.784,623505.11,85.416667,0
8,0.0042,19234.539,623505.11,100,0
9,0.0042,209577.8,623505.11,98.837209,0
0,0.0042,44386.271,623505.11,97.777778,0
1,0.0042,0,623505.11,85.714286,0
2,0.0042,14257.564,623505.11,98.93617,0
3,0.0042,151439.91,623505.11,98.4375,0
4,0.0042,45755.263,623505.11,97.058824,0
5,0.0042,44220.617,623505.11,100,0
6,0.0042,63516.645,623505.11,96.103896,0
7,0.0042,33362.735,623505.11,93.877551,0
8,0.0042,71404.673,623505.11,100,0
9,0.0042,102863.42,623505.11,98.863636,0
0,0.0042,57531.189,623505.11,88.095238,0
1,0.0042,42872.938,623505.11,95.652174,0
2,0.0042,33751.264,623505.11,99.009901,0
3,0.0042,57274.625,623505.11,95.945946,0
4,0.0042,7901.0022,623505.11,98.684211,0
5,0.0042,33688.303,623505.11,98.373984,0
6,0.0042,31680.078,623505.11,97.333333,0
7,0.0042,7853.2892,623505.11,94.230769,0
8,0.0042,142580.22,623505.11,98.93617,0
9,0.0042,60914.567,623505.11,100,0
0,0.0042,7623.9712,623505.11,92.45283,0
1,0.0042,-6131.1337,623505.11,89.090909,0
2,0.0042,26581.942,623505.11,99.065421,0
3,0.0042,63956.14,623505.11,97.647059,0
4,0.0042,30976.082,623505.11,98.75,0
5,0.0042,44840.516,623505.11,99.159664,0
6,0.0042,58027.399,623505.11,98.666667,0
7,0.0042,-5082.6475,623505.11,93.220339,0
8,0.0042,203798.95,623505.11,100,0
9,0.0042,115004.79,623505.11,100,0
0,0.0042,25367.772,623505.11,95.348837,0
1,0.0042,8575.5605,623505.11,97.674419,0
2,0.0042,64274.801,623505.11,97.530864,0
3,0.0042,78175.395,623505.11,96.875,0
4,0.0042,15230.866,623505.11,97.058824,0
5,0.0042,30111.932,623505.11,100,0
6,0.0042,32835.026,623505.11,97.058824,0
7,0.0042,10798.247,623505.11,87.5,0
8,0.0042,111438.56,623505.11,100,0
9,0.0042,94256.469,623505.11,100,0
0,0.0042,6380.7348,623505.11,84.482759,0
1,0.0042,6863.1481,623505.11,85.9375,0
2,0.0042,22852.351,623505.11,98.360656,0
3,0.0042,49802.109,623505.11,95.744681,0
4,0.0042,52467.87,623505.11,94.666667,0
5,0.0042,122246.67,623505.11,100,0
6,0.0042,62031.884,623505.11,91.666667,0
7,0.0042,59344.115,623505.11,80,0
8,0.0042,89141.94,623505.11,100,0
9,0.0042,119773.36,623505.11,99.186992,0
0,0.0042,70314.123,623505.11,80.645161,0
1,0.0042,16712.501,623505.11,92.857143,0
2,0.0042,35024.76,623505.11,100,0
3,0.0042,91640.191,623505.11,95.505618,0
4,0.0042,35250.252,623505.11,97.530864,0
5,0.0042,49710.495,623505.11,100,0
6,0.0042,76445.317,623505.11,94.117647,0
7,0.0042,100690.11,623505.11,91.525424,0
8,0.0042,93101.579,623505.11,100,0
9,0.0042,83244.493,623505.11,100,0
0,0.0042,23340.725,623505.11,75.555556,0
1,0.0042,-5945.714,623505.11,82.926829,0
2,0.0042,26090.821,623505.11,97.196262,0
3,0.0042,129398.85,623505.11,95.774648,0
4,0.0042,80677.625,623505.11,94.805195,0
5,0.0042,52312.518,623505.11,100,0
6,0.0042,34298.162,623505.11,97.674419,0
7,0.0042,64712.533,623505.11,77.192982,0
8,0.0042,66868.939,623505.11,100,0
9,0.0042,57824.239,623505.11,99.029126,0
0,0.0042,79396.975,623505.11,88,0
1,0.0042,12702.623,623505.11,90.697674,0
2,0.0042,90440.846,623505.11,98.863636,0
3,0.0042,54289.947,623505.11,91.803279,0
4,0.0042,42031.817,623505.11,100,0
5,0.0042,7518.933,623505.11,99.24812,0
6,0.0042,37464.327,623505.11,98.701299,0
7,0.0042,92764.215,623505.11,95.121951,0
8,0.0042,20744.962,623505.11,98.947368,0
9,0.0042,99660.608,623505.11,100,0
0,0.0042,12255.332,623505.11,80.434783,0
1,0.0042,0,623505.11,91.111111,0
2,0.0042,58210.682,623505.11,97.701149,0
3,0.0042,98887.143,623505.11,98.630137,0
4,0.0042,12312.547,623505.11,100,0
5,0.0042,81262.808,623505.11,100,0
6,0.0042,136495.34,623505.11,100,0
7,0.0042,11081.292,623505.11,90.243902,0
8,0.0042,25089.102,623505.11,97.959184,0
9,0.0042,26767.774,623505.11,100,0
0,0.0042,34259.82,623505.11,75.609756,0
1,0.0042,25551.952,623505.11,78.947368,0
2,0.0042,14471.273,623505.11,97.5,0
3,0.0042,44912.853,623505.11,96.296296,0
4,0.0042,5980.001,623505.11,94.252874,0
5,0.0042,108719.93,623505.11,98.387097,0
6,0.0042,63291.761,623505.11,96.511628,0
7,0.0042,81171.608,623505.11,100,0
8,0.0042,35505.962,623505.11,98.319328,0
9,0.0042,151162.72,623505.11,100,0
0,0.0042,0,623505.11,98.039216,0
1,0.0042,33593.251,623505.11,98.181818,0
2,0.0042,57950.007,623505.11,100,0
3,0.0042,122002.07,623505.11,98.684211,0
4,0.0042,14815.364,623505.11,98.717949,0
5,0.0042,42731.008,623505.11,99.2,0
6,0.0042,53679.769,623505.11,95.774648,0
7,0.0042,31905.896,623505.11,89.361702,0
8,0.0042,90425.681,623505.11,95.876289,0
9,0.0042,54915.134,623505.11,98.947368,0
0,0.0042,54146.642,623505.11,91.666667,0
1,0.0042,-9989.7616,623505.11,89.130435,0
2,0.0042,31253.917,623505.11,97.916667,0
3,0.0042,43241.722,623505.11,90.277778,0
4,0.0042,19674.166,623505.11,95.890411,0
5,0.0042,16734.862,623505.11,99.193548,0
6,0.0042,77459.916,623505.11,95,0
7,0.0042,14405.942,623505.11,89.361702,0
8,0.0042,126389.77,623505.11,99.047619,0
9,0.0042,120675.01,623505.11,100,0
0,0.0042,-7409.3629,623505.11,92.45283,0
1,0.0042,43095.612,623505.11,85.416667,0
2,0.0042,21711.041,623505.11,100,0
3,0.0042,80299.309,623505.11,98.717949,0
4,0.0042,22605.011,623505.11,97.333333,0
5,0.0042,40874.626,623505.11,99.145299,0
6,0.0042,73184.376,623505.11,98.648649,0
7,0.0042,68929.778,623505.11,100,0
8,0.0042,183091.31,623505.11,100,0
9,0.0042,162006.69,623505.11,98.93617,0
0,0.0042,88750.87,623505.11,94.545455,0
1,0.0042,44559.504,623505.11,92.727273,0
2,0.0042,28349.305,623505.11,95.192308,0
3,0.0042,38752.606,623505.11,96.428571,0
4,0.0042,27451.661,623505.11,95.061728,0
5,0.0042,57780.1,623505.11,99.242424,0
6,0.0042,66054.435,623505.11,95.402299,0
7,0.0042,8309.3954,623505.11,77.358491,0
8,0.0042,113095.16,623505.11,97.272727,0
9,0.0042,137118.51,623505.11,99.038462,0
0,0.0042,16256.945,623505.11,81.25,0
1,0.0042,9292.4691,623505.11,94.339623,0
2,0.0042,7601.5045,623505.11,99.090909,0
3,0.0042,47813.724,623505.11,95.505618,0
4,0.0042,0,623505.11,96.511628,0
5,0.0042,63799.558,623505.11,99.2,0
6,0.0042,28900.616,623505.11,95.238095,0
7,0.0042,111253.29,623505.11,91.666667,0
8,0.0042,97006.691,623505.11,100,0
9,0.0042,82714.121,623505.11,99.130435,0
0,0.0042,70865.111,623505.11,90.566038,0
1,0.0042,17931.099,623505.11,94.339623,0
2,0.0042,21928.328,623505.11,96.938776,0
3,0.0042,57195.753,623505.11,96.25,0
4,0.0042,57737.671,623505.11,100,0
5,0.0042,32520.686,623505.11,100,0
6,0.0042,130307.76,623505.11,94.871795,0
7,0.0042,46196.137,623505.11,86.046512,0
8,0.0042,170474.83,623505.11,100,0
9,0.0042,91888.798,623505.11,98.148148,0
0,0.0042,15674.694,623505.11,96.153846,0
1,0.0042,9534.2519,623505.11,95.744681,0
2,0.0042,32911.594,623505.11,100,0
3,0.0042,126537.08,623505.11,100,0
4,0.0042,10984.466,623505.11,100,0
5,0.0042,62085.661,623505.11,100,0
6,0.0042,63487.362,623505.11,98.701299,0
7,0.0042,93856.179,623505.11,93.877551,0
8,0.0042,115700.73,623505.11,98.958333,0
9,0.0042,41629.907,623505.11,100,0
0,0.0042,38256.346,623505.11,92.156863,0
1,0.0042,4771.6619,623505.11,93.478261,0
2,0.0042,87931.461,623505.11,100,0
3,0.0042,117173.49,623505.11,98.75,0
4,0.0042,9287.6272,623505.11,98.648649,0
5,0.0042,9542.1158,623505.11,100,0
6,0.0042,71027.295,623505.11,98.684211,0
7,0.0042,58951.165,623505.11,87.755102,0
8,0.0042,94521.186,623505.11,100,0
9,0.0042,95516.289,623505.11,100,0
0,0.0042,791.92397,623505.11,82.692308,0
1,0.0042,8680.9074,623505.11,94.444444,0
2,0.0042,76136.517,623505.11,96.363636,0
3,0.0042,73469.146,623505.11,98.809524,0
4,0.0042,16996.109,623505.11,95.402299,0
5,0.0042,86278.143,623505.11,100,0
6,0.0042,137411.82,623505.11,98.666667,0
7,0.0042,38996.336,623505.11,89.655172,0
8,0.0042,10727.807,623505.11,96.296296,0
9,0.0042,87812.792,623505.11,100,0
0,0.0042,41599.661,623505.11,82,0
1,0.0042,42272.206,623505.11,95.652174,0
2,0.0042,53702.622,623505.11,99,0
3,0.0042,75105.72,623505.11,97.402597,0
4,0.0042,22979.321,623505.11,95.945946,0
5,0.0042,3230.4895,623505.11,100,0
6,0.0042,77251.165,623505.11,100,0
7,0.0042,-9065.8454,623505.11,94.444444,0
8,0.0042,116011.82,623505.11,100,0
9,0.0042,83361.415,623505.11,100,0
0,0.0042,117417.01,623505.11,96.226415,0
1,0.0042,49113.258,623505.11,96.226415,0
2,0.0042,61788.993,623505.11,100,0
3,0.0042,77273.49,623505.11,96.385542,0
4,0.0042,3318.4007,623505.11,98.75,0
5,0.0042,52800.267,623505.11,100,0
6,0.0042,102825.11,623505.11,100,0
7,0.0042,9998.4589,623505.11,90.196078,0
8,0.0042,118418.09,623505.11,100,0
9,0.0042,132564.55,623505.11,100,0
0,0.0042,43325.185,623505.11,89.655172,0
1,0.0042,-3873.7812,623505.11,92.957746,0
2,0.0042,47824.433,623505.11,98.360656,0
3,0.0042,55726.443,623505.11,100,0
4,0.0042,20114.295,623505.11,95.876289,0
5,0.0042,84523.598,623505.11,100,0
6,0.0042,70029.384,623505.11,98.823529,0
7,0.0042,108379.9,623505.11,87.5,0
8,0.0042,102990.5,623505.11,100,0
9,0.0042,106955.17,623505.11,100,0
0,0.0042,121375.32,623505.11,95.744681,0
1,0.0042,0,623505.11,91.111111,0
2,0.0042,43485.755,623505.11,100,0
3,0.0042,35038.713,623505.11,100,0
4,0.0042,39163.643,623505.11,97.183099,0
5,0.0042,23247.221,623505.11,100,0
6,0.0042,55165.148,623505.11,97.142857,0
7,0.0042,30799.934,623505.11,100,0
8,0.0042,65028.686,623505.11,97.029703,0
9,0.0042,112662.75,623505.11,100,0
0,0.0042,0,623505.11,88.461538,0
1,0.0042,18713.871,623505.11,96.551724,0
2,0.0042,34342.158,623505.11,98.039216,0
3,0.0042,7891.2771,623505.11,98.837209,0
4,0.0042,17805.55,623505.11,90.410959,0
5,0.0042,69146.967,623505.11,100,0
6,0.0042,88155.814,623505.11,97.014925,0
7,0.0042,153754.3,623505.11,88,0
8,0.0042,42713.681,623505.11,100,0
9,0.0042,182841.17,623505.11,100,0
0,0.0042,5658.3021,623505.11,87.755102,0
1,0.0042,6055.1143,623505.11,95.833333,0
2,0.0042,146802.58,623505.11,98.989899,0
3,0.0042,187386.82,623505.11,100,0
4,0.0042,21159.335,623505.11,100,0
5,0.0042,75388.336,623505.11,100,0
6,0.0042,37251.276,623505.11,98.780488,0
7,0.0042,3522.0805,623505.11,95.918367,0
8,0.0042,55017.404,623505.11,98.969072,0
9,0.0042,59594.915,623505.11,98.947368,0
0,0.0042,-3178.5271,623505.11,92.753623,0
1,0.0042,0,623505.11,92.857143,0
2,0.0042,23842.013,623505.11,100,0
3,0.0042,122423.27,623505.11,98.958333,0
4,0.0042,31291.078,623505.11,96.428571,0
5,0.0042,76671.409,623505.11,100,0
6,0.0042,50687.26,623505.11,94.871795,0
7,0.0042,124047.01,623505.11,92.592593,0
8,0.0042,157266.71,623505.11,100,0
9,0.0042,137806.34,623505.11,100,0
0,0.0042,107234.15,623505.11,97.222222,0
1,0.0042,13972.993,623505.11,95.238095,0
2,0.0042,46189.467,623505.11,100,0
3,0.0042,57263.458,623505.11,98.4375,0
4,0.0042,51981.262,623505.11,96.666667,0
5,0.0042,89883.596,623505.11,97.894737,0
6,0.0042,12107.958,623505.11,93.75,0
7,0.0042,64088.15,623505.11,94.736842,0
8,0.0042,13210.199,623505.11,98.924731,0
9,0.0042,50691.105,623505.11,98.684211,0
0,0.0042,-3107.415,623505.11,90.909091,0
1,0.0042,0,623505.11,95.833333,0
2,0.0042,51078.134,623505.11,99,0
3,0.0042,159566.88,623505.11,100,0
4,0.0042,50987.111,623505.11,98.630137,0
5,0.0042,32212.111,623505.11,100,0
6,0.0042,63798.669,623505.11,94.736842,0
7,0.0042,-4569.5484,623505.11,88.461538,0
8,0.0042,82068.723,623505.11,96.116505,0
9,0.0042,100937.57,623505.11,100,0
0,0.0042,97897.255,623505.11,96.153846,0
1,0.0042,1972.2754,623505.11,92.727273,0
2,0.0042,85759.718,623505.11,99.019608,0
3,0.0042,16447.545,623505.11,97.674419,0
4,0.0042,1376.4218,623505.11,94.936709,0
5,0.0042,61993.799,623505.11,99.300699,0
6,0.0042,188631.36,623505.11,98.648649,0
7,0.0042,17032.475,623505.11,86.956522,0
8,0.0042,37187.223,623505.11,99.047619,0
9,0.0042,56458.617,623505.11,100,0
0,0.0042,79746.469,623505.11,76,0
1,0.0042,36595.911,623505.11,89.090909,0
2,0.0042,73596.943,623505.11,98.058252,0
3,0.0042,58845.897,623505.11,96.202532,0
4,0.0042,54609.689,623505.11,97.5,0
5,0.0042,55846.717,623505.11,99.242424,0
6,0.0042,49384.175,623505.11,98.666667,0
7,0.0042,23494.038,623505.11,89.583333,0
8,0.0042,83986.14,623505.11,99,0
9,0.0042,114317.52,623505.11,98.095238,0
0,0.0042,40525.485,623505.11,87.272727,0
1,0.0042,8437.5309,623505.11,87.037037,0
2,0.0042,55482.337,623505.11,99.090909,0
3,0.0042,65198.547,623505.11,96,0
4,0.0042,2578.4736,623505.11,98.876404,0
5,0.0042,26096.514,623505.11,100,0
6,0.0042,83665.058,623505.11,98.850575,0
7,0.0042,17793.91,623505.11,91.525424,0
8,0.0042,196931.18,623505.11,100,0
9,0.0042,157319.96,623505.11,100,0
0,0.0042,192917.6,623505.11,94.230769,0
1,0.0042,0,623505.11,70,0
2,0.0042,101730.13,623505.11,97.647059,0
3,0.0042,100711.22,623505.11,88.571429,0
4,0.0042,51745.214,623505.11,93.846154,0
5,0.0042,19978.452,623505.11,100,0
6,0.0042,144859.82,623505.11,97.402597,0
7,0.0042,60802.805,623505.11,83.673469,0
8,0.0042,88209.895,623505.11,99,0
9,0.0042,108842.52,623505.11,97.674419,0
0,0.0042,13582.092,623505.11,86.666667,0
1,0.0042,5423.2213,623505.11,91.666667,0
2,0.0042,62794.941,623505.11,99.047619,0
3,0.0042,54483.644,623505.11,97.368421,0
4,0.0042,-3825.6004,623505.11,93.82716,0
5,0.0042,79626.479,623505.11,100,0
6,0.0042,137411.78,623505.11,95.774648,0
7,0.0042,8908.891,623505.11,92,0
8,0.0042,37359.168,623505.11,98.989899,0
9,0.0042,63109.052,623505.11,99.056604,0
0,0.0042,54795.437,623505.11,91.111111,0
1,0.0042,9271.1901,623505.11,93.478261,0
2,0.0042,26121.538,623505.11,100,0
3,0.0042,83441.771,623505.11,98.550725,0
4,0.0042,17622.859,623505.11,95.3125,0
5,0.0042,16317.803,623505.11,98.230088,0
6,0.0042,49905.047,623505.11,97.014925,0
7,0.0042,15425.479,623505.11,91.071429,0
8,0.0042,216096.65,623505.11,100,0
9,0.0042,93177.846,623505.11,98.958333,0
0,0.0042,53996.719,623505.11,94.444444,0
1,0.0042,35535.925,623505.11,93.103448,0
2,0.0042,56015.524,623505.11,96.703297,0
3,0.0042,26083.478,623505.11,98.888889,0
4,0.0042,11967.374,623505.11,91.463415,0
5,0.0042,40061.69,623505.11,100,0
6,0.0042,46562.348,623505.11,97.619048,0
7,0.0042,150591.56,623505.11,89.130435,0
8,0.0042,51911.668,623505.11,97.938144,0
9,0.0042,159171.91,623505.11,100,0
0,0.0042,1270.6479,623505.11,84.615385,0
1,0.0042,-928.21409,623505.11,80.434783,0
2,0.0042,64240.575,623505.11,100,0
3,0.0042,159681.97,623505.11,95.3125,0
4,0.0042,5322.2141,623505.11,97.333333,0
5,0.0042,53761.228,623505.11,100,0
6,0.0042,97431.879,623505.11,100,0
7,0.0042,-3558.3969,623505.11,93.442623,0
8,0.0042,18726.027,623505.11,100,0
9,0.0042,108147.87,623505.11,100,0
0,0.0042,90638.357,623505.11,90.47619,0
1,0.0042,28735.652,623505.11,95.918367,0
2,0.0042,38870.732,623505.11,97.087379,0
3,0.0042,38307.589,623505.11,96.341463,0
4,0.0042,48822.451,623505.11,97.435897,0
5,0.0042,7040.2422,623505.11,99.212598,0
6,0.0042,47349.617,623505.11,96.202532,0
7,0.0042,36119.335,623505.11,85.106383,0
8,0.0042,167339.68,623505.11,99.038462,0
9,0.0042,157209.06,623505.11,100,0
0,0.0042,3509.7339,623505.11,85.714286,0
1,0.0042,21981.747,623505.11,91.304348,0
2,0.0042,87854.904,623505.11,97.701149,0
3,0.0042,104814.9,623505.11,97.058824,0
4,0.0042,25236.522,623505.11,95.522388,0
5,0.0042,23298.455,623505.11,99.173554,0
6,0.0042,137242.9,623505.11,98.461538,0
7,0.0042,10551.513,623505.11,86.486486,0
8,0.0042,50178.039,623505.11,97.826087,0
9,0.0042,58599.685,623505.11,100,0
0,0.0042,26370.745,623505.11,74.545455,0
1,0.0042,-7514.9988,623505.11,88,0
2,0.0042,40842.11,623505.11,99.173554,0
3,0.0042,123859.72,623505.11,89.473684,0
4,0.0042,26133.558,623505.11,97.590361,0
5,0.0042,59097.769,623505.11,99.342105,0
6,0.0042,130600.38,623505.11,98.837209,0
7,0.0042,45845.79,623505.11,85.483871,0
8,0.0042,51799.904,623505.11,99.21875,0
9,0.0042,141230.41,623505.11,98.290598,0
0,0.0042,24045.846,623505.11,94.545455,0
1,0.0042,32141.259,623505.11,91.489362,0
2,0.0042,55250.708,623505.11,97.647059,0
3,0.0042,47243.457,623505.11,94.444444,0
4,0.0042,9559.4312,623505.11,98.507463,0
5,0.0042,9403.9334,623505.11,100,0
6,0.0042,50694.872,623505.11,98.611111,0
7,0.0042,36801.32,623505.11,92.857143,0
8,0.0042,106476.45,623505.11,100,0
9,0.0042,126044.15,623505.11,99,0
0,0.0042,116496.73,623505.11,100,0
1,0.0042,9877.8422,623505.11,93.75,0
2,0.0042,60704.321,623505.11,99.065421,0
3,0.0042,62435.644,623505.11,94.736842,0
4,0.0042,22818.922,623505.11,100,0
5,0.0042,41782.192,623505.11,100,0
6,0.0042,104945.57,623505.11,100,0
7,0.0042,5860.0929,623505.11,94.915254,0
8,0.0042,78361.114,623505.11,99.090909,0
9,0.0042,92282.21,623505.11,98.969072,0
0,0.0042,-6210.5135,623505.11,92.592593,0
1,0.0042,0,623505.11,91.666667,0
2,0.0042,76353.703,623505.11,98.924731,0
3,0.0042,77981.307,623505.11,100,0
4,0.0042,12689.691,623505.11,97.368421,0
5,0.0042,6803.074,623505.11,99.193548,0
6,0.0042,115054.87,623505.11,98.765432,0
7,0.0042,0,623505.11,94.117647,0
8,0.0042,19009.545,623505.11,98,0
9,0.0042,170492.34,623505.11,98.93617,0
0,0.0042,102518.95,623505.11,90.625,0
1,0.0042,0,623505.11,87.096774,0
2,0.0042,61285.525,623505.11,100,0
3,0.0042,62983.396,623505.11,98.93617,0
4,0.0042,30894.608,623505.11,98.850575,0
5,0.0042,37665.462,623505.11,98.540146,0
6,0.0042,113557.51,623505.11,92.405063,0
7,0.0042,79881.107,623505.11,85.714286,0
8,0.0042,86680.195,623505.11,99.009901,0
9,0.0042,153933.15,623505.11,100,0
0,0.0042,38428.375,623505.11,87.272727,0
1,0.0042,0,623505.11,94.117647,0
2,0.0042,46010.923,623505.11,97.959184,0
3,0.0042,38356.938,623505.11,92,0
4,0.0042,23008.353,623505.11,97.260274,0
5,0.0042,10837.705,623505.11,100,0
6,0.0042,35795.351,623505.11,94.805195,0
7,0.0042,94855.754,623505.11,90,0
8,0.0042,162983.55,623505.11,99.009901,0
9,0.0042,167071.78,623505.11,98.989899,0
0,0.0042,46030.8,623505.11,88.461538,0
1,0.0042,-1987.5083,623505.11,84.90566,0
2,0.0042,71316.133,623505.11,99.082569,0
3,0.0042,115936.47,623505.11,97.647059,0
4,0.0042,0,623505.11,93.75,0
5,0.0042,70936.916,623505.11,100,0
6,0.0042,157241.24,623505.11,96.511628,0
7,0.0042,40923.366,623505.11,90,0
8,0.0042,65230.238,623505.11,99.115044,0
9,0.0042,73144.926,623505.11,100,0
0,0.0042,51135.559,623505.11,92.45283,0
1,0.0042,-7279.1477,623505.11,93.75,0
2,0.0042,30694.207,623505.11,100,0
3,0.0042,36496.402,623505.11,97.014925,0
4,0.0042,9131.2515,623505.11,98.630137,0
5,0.0042,19306.326,623505.11,100,0
6,0.0042,82964.571,623505.11,98.630137,0
7,0.0042,33704.22,623505.11,98,0
8,0.0042,106261.36,623505.11,100,0
9,0.0042,100660.5,623505.11,100,0
0,0.0042,16645.938,623505.11,84.210526,0
1,0.0042,0,623505.11,97.222222,0
2,0.0042,9243.53,623505.11,98.823529,0
3,0.0042,88899.689,623505.11,94.827586,0
4,0.0042,43162.176,623505.11,96.825397,0
5,0.0042,62459.338,623505.11,100,0
6,0.0042,18254.892,623505.11,95.522388,0
7,0.0042,123863.3,623505.11,95.121951,0
8,0.0042,92729.196,623505.11,100,0
9,0.0042,94833.877,623505.11,98.795181,0
0,0.0042,42816.413,623505.11,84.615385,0
1,0.0042,29729.544,623505.11,89.795918,0
2,0.0042,67159.174,623505.11,98.850575,0
3,0.0042,62822.38,623505.11,88.732394,0
4,0.0042,28576.881,623505.11,98.591549,0
5,0.0042,100170.74,623505.11,99.193548,0
6,0.0042,114376.9,623505.11,100,0
7,0.0042,4195.7899,623505.11,95,0
8,0.0042,76559.117,623505.11,98.947368,0
9,0.0042,71476.717,623505.11,99.019608,0
0,0.0042,52138.157,623505.11,88.679245,0
1,0.0042,64497.405,623505.11,82.352941,0
2,0.0042,16392.918,623505.11,98.319328,0
3,0.0042,32486.855,623505.11,94.047619,0
4,0.0042,70318.079,623505.11,98.850575,0
5,0.0042,108315.15,623505.11,99.310345,0
6,0.0042,58885.043,623505.11,95.348837,0
7,0.0042,17793.857,623505.11,87.931034,0
8,0.0042,137959.53,623505.11,100,0
9,0.0042,168119.09,623505.11,99.152542,0
0,0.0042,17839.073,623505.11,94,0
1,0.0042,21524.627,623505.11,91.489362,0
2,0.0042,45325.034,623505.11,100,0
3,0.0042,65923.755,623505.11,100,0
4,0.0042,837.94673,623505.11,97.297297,0
5,0.0042,75705.216,623505.11,100,0
6,0.0042,129569.15,623505.11,94.202899,0
7,0.0042,65726.489,623505.11,83.333333,0
8,0.0042,88343.305,623505.11,100,0
9,0.0042,56014.923,623505.11,100,0
0,0.0042,19793.033,623505.11,88.888889,0
1,0.0042,-465.37623,623505.11,90.47619,0
2,0.0042,31815.252,623505.11,98.979592,0
3,0.0042,82418.992,623505.11,98.591549,0
4,0.0042,36976.583,623505.11,91.666667,0
5,0.0042,43678.403,623505.11,99.166667,0
6,0.0042,34340.169,623505.11,96.202532,0
7,0.0042,86941.329,623505.11,94.339623,0
8,0.0042,149146.62,623505.11,98.989899,0
9,0.0042,173879.43,623505.11,100,0
0,0.0042,75143.104,623505.11,95.238095,0
1,0.0042,0,623505.11,90.243902,0
2,0.0042,75247.516,623505.11,98.630137,0
3,0.0042,55379.414,623505.11,98.461538,0
4,0.0042,61032.193,623505.11,100,0
5,0.0042,28517.329,623505.11,99.065421,0
6,0.0042,72379.825,623505.11,100,0
7,0.0042,62944.09,623505.11,94.117647,0
8,0.0042,17234.912,623505.11,98.765432,0
9,0.0042,14927.643,623505.11,98.888889,0
0,0.0042,129576.61,623505.11,90.697674,0
1,0.0042,-6803.8007,623505.11,87.179487,0
2,0.0042,45783.737,623505.11,97.938144,0
3,0.0042,33535.068,623505.11,92.753623,0
4,0.0042,39862.246,623505.11,97.014925,0
5,0.0042,57947.649,623505.11,99.145299,0
6,0.0042,49777.165,623505.11,97.222222,0
7,0.0042,0,623505.11,94.230769,0
8,0.0042,85140.474,623505.11,98,0
9,0.0042,170095.02,623505.11,98.888889,0
0,0.0042,73123.42,623505.11,90.196078,0
1,0.0042,0,623505.11,83.673469,0
2,0.0042,104512.7,623505.11,100,0
3,0.0042,43056.687,623505.11,98.684211,0
4,0.0042,9331.3742,623505.11,97.297297,0
5,0.0042,54117.247,623505.11,100,0
6,0.0042,14920.881,623505.11,100,0
7,0.0042,94857.11,623505.11,91.836735,0
8,0.0042,56216.089,623505.11,100,0
9,0.0042,61939.94,623505.11,100,0
0,0.0042,88290.768,623505.11,88.888889,0
1,0.0042,5248.1803,623505.11,93.75,0
2,0.0042,79510.192,623505.11,100,0
3,0.0042,25776.753,623505.11,100,0
4,0.0042,25299.277,623505.11,98.648649,0
5,0.0042,93356.766,623505.11,100,0
6,0.0042,39058.004,623505.11,98.701299,0
7,0.0042,0,623505.11,100,0
8,0.0042,29571.645,623505.11,100,0
9,0.0042,43346.162,623505.11,97.916667,0
0,0.0042,47517.828,623505.11,82,0
1,0.0042,9645.3178,623505.11,80.434783,0
2,0.0042,57499.317,623505.11,98.969072,0
3,0.0042,88877.493,623505.11,98.611111,0
4,0.0042,34291.351,623505.11,97.5,0
5,0.0042,42040.475,623505.11,98.550725,0
6,0.0042,20925.425,623505.11,98.837209,0
7,0.0042,47030.379,623505.11,79.166667,0
8,0.0042,96586.246,623505.11,100,0
9,0.0042,81148.975,623505.11,100,0
0,0.0042,68947.367,623505.11,77.777778,0
1,0.0042,51971.734,623505.11,94.339623,0
2,0.0042,45435.279,623505.11,98.165138,0
3,0.0042,76634.926,623505.11,97.402597,0
4,0.0042,37122.947,623505.11,98.765432,0
5,0.0042,71713.245,623505.11,100,0
6,0.0042,77589.756,623505.11,100,0
7,0.0042,-3652.5199,623505.11,92.307692,0
